item_id,item_name,category,item_condition,starting_price,final_price,bids_count,auction_duration,status,predicted_final_price,seller
8968,Item_8968,Gaming,Refurbished,843,929,1,7 Days,Completed,922,Seller_6
8969,Item_8969,Jewelry,Refurbished,666,729,11,2 Days,Completed,686,Seller_8
8970,Item_8970,Fashion,New,919,1391,11,2 Days,Completed,1380,Seller_5
8971,Item_8971,Sports,New,626,863,19,2 Days,Completed,879,Seller_3
8972,Item_8972,Gaming,Used,197,293,16,5 Days,Completed,325,Seller_6
8973,Item_8973,Appliances,New,677,895,19,6 Days,Completed,847,Seller_9
8974,Item_8974,Gaming,Used,225,440,1,5 Days,Completed,490,Seller_6
8975,Item_8975,Books,Used,572,997,17,6 Days,Completed,1040,Seller_4
8976,Item_8976,Sports,Used,889,928,4,1 Days,Completed,973,Seller_3
8977,Item_8977,Fashion,New,178,304,10,7 Days,Completed,264,Seller_5
8978,Item_8978,Books,Refurbished,406,802,2,4 Days,Completed,816,Seller_4
8979,Item_8979,Gaming,Refurbished,655,856,2,4 Days,Completed,891,Seller_6
8980,Item_8980,Sports,Used,255,627,5,1 Days,Completed,643,Seller_3
8981,Item_8981,Sports,Used,957,1400,20,7 Days,Completed,1355,Seller_3
8982,Item_8982,Mobiles,New,877,1079,4,7 Days,Completed,1056,Seller_2
8983,Item_8983,Electronics,Refurbished,830,1188,1,6 Days,Completed,1177,Seller_7
8984,Item_8984,Sports,Refurbished,135,415,17,5 Days,Completed,391,Seller_3
8985,Item_8985,Jewelry,Refurbished,794,1263,10,6 Days,Completed,1300,Seller_8
8986,Item_8986,Mobiles,New,964,1003,9,1 Days,Completed,1016,Seller_2
8987,Item_8987,Sports,New,937,969,18,7 Days,Completed,988,Seller_3
8988,Item_8988,Books,New,781,1266,1,1 Days,Completed,1219,Seller_4
8989,Item_8989,Furniture,Refurbished,978,1178,8,2 Days,Completed,1175,Seller_10
8990,Item_8990,Art,Refurbished,601,744,10,7 Days,Completed,722,Seller_1
8991,Item_8991,Gaming,Used,417,721,11,6 Days,Completed,764,Seller_6
8992,Item_8992,Books,New,297,327,10,7 Days,Completed,375,Seller_4
8993,Item_8993,Furniture,Refurbished,372,489,15,6 Days,Completed,498,Seller_10
8994,Item_8994,Gaming,New,836,1054,4,1 Days,Completed,1039,Seller_6
8995,Item_8995,Electronics,New,625,961,12,6 Days,Completed,973,Seller_7
8996,Item_8996,Furniture,Refurbished,119,259,3,3 Days,Completed,241,Seller_10
8997,Item_8997,Books,Used,574,771,16,2 Days,Completed,753,Seller_4
8998,Item_8998,Jewelry,New,536,820,8,4 Days,Completed,865,Seller_8
8999,Item_8999,Appliances,Used,796,1003,11,4 Days,Completed,1015,Seller_9
9000,Item_9000,Furniture,New,725,1129,18,2 Days,Completed,1169,Seller_10
9001,Item_9001,Mobiles,New,560,1044,18,4 Days,Completed,1044,Seller_2
9002,Item_9002,Furniture,New,114,595,20,2 Days,Completed,630,Seller_10
9003,Item_9003,Appliances,Refurbished,408,641,15,5 Days,Completed,641,Seller_9
9004,Item_9004,Appliances,New,109,313,8,5 Days,Completed,328,Seller_9
9005,Item_9005,Furniture,Refurbished,484,882,16,3 Days,Completed,849,Seller_10
9006,Item_9006,Appliances,Used,420,636,8,2 Days,Completed,616,Seller_9
9007,Item_9007,Furniture,New,933,1120,11,2 Days,Completed,1113,Seller_10
9008,Item_9008,Mobiles,Refurbished,221,424,14,6 Days,Completed,432,Seller_2
9009,Item_9009,Fashion,New,555,617,13,2 Days,Completed,577,Seller_5
9010,Item_9010,Electronics,Refurbished,825,1219,11,4 Days,Completed,1247,Seller_7
9011,Item_9011,Jewelry,Refurbished,306,387,19,2 Days,Completed,435,Seller_8
9012,Item_9012,Art,Used,736,1194,5,6 Days,Completed,1156,Seller_1
9013,Item_9013,Art,New,274,756,13,3 Days,Completed,720,Seller_1
9014,Item_9014,Sports,Used,814,1165,6,7 Days,Completed,1193,Seller_3
9015,Item_9015,Appliances,New,823,1268,3,2 Days,Completed,1264,Seller_9
9016,Item_9016,Gaming,New,603,861,1,7 Days,Completed,894,Seller_6
9017,Item_9017,Furniture,Refurbished,166,593,8,2 Days,Completed,545,Seller_10
9018,Item_9018,Electronics,Used,825,863,4,6 Days,Completed,816,Seller_7
9019,Item_9019,Fashion,New,919,1114,14,5 Days,Completed,1150,Seller_5
9020,Item_9020,Electronics,New,732,1079,1,3 Days,Completed,1076,Seller_7
9021,Item_9021,Jewelry,New,243,275,14,4 Days,Completed,225,Seller_8
9022,Item_9022,Art,Refurbished,808,856,1,3 Days,Completed,847,Seller_1
9023,Item_9023,Electronics,Refurbished,637,1009,5,3 Days,Completed,1025,Seller_7
9024,Item_9024,Appliances,New,272,358,1,1 Days,Completed,315,Seller_9
9025,Item_9025,Art,Refurbished,885,1020,7,2 Days,Completed,970,Seller_1
9026,Item_9026,Appliances,Used,166,340,3,7 Days,Completed,318,Seller_9
9027,Item_9027,Gaming,Used,377,678,12,3 Days,Completed,640,Seller_6
9028,Item_9028,Art,New,363,759,13,7 Days,Completed,789,Seller_1
9029,Item_9029,Jewelry,New,763,1201,13,4 Days,Completed,1207,Seller_8
9030,Item_9030,Books,Refurbished,888,1189,3,2 Days,Completed,1142,Seller_4
9031,Item_9031,Furniture,Refurbished,602,832,17,6 Days,Completed,822,Seller_10
9032,Item_9032,Art,Refurbished,408,687,20,1 Days,Completed,647,Seller_1
9033,Item_9033,Furniture,New,397,626,2,3 Days,Completed,596,Seller_10
9034,Item_9034,Books,Used,586,754,12,3 Days,Completed,765,Seller_4
9035,Item_9035,Fashion,Used,647,717,2,4 Days,Completed,738,Seller_5
9036,Item_9036,Books,Refurbished,228,323,7,3 Days,Completed,337,Seller_4
9037,Item_9037,Mobiles,New,540,779,17,3 Days,Completed,769,Seller_2
9038,Item_9038,Gaming,New,161,382,11,5 Days,Completed,372,Seller_6
9039,Item_9039,Sports,Used,330,611,11,5 Days,Completed,584,Seller_3
9040,Item_9040,Books,New,141,170,17,4 Days,Completed,159,Seller_4
9041,Item_9041,Mobiles,New,887,1180,4,5 Days,Completed,1205,Seller_2
9042,Item_9042,Jewelry,New,560,959,19,6 Days,Completed,925,Seller_8
9043,Item_9043,Appliances,Used,695,1020,20,5 Days,Completed,1049,Seller_9
9044,Item_9044,Sports,Used,821,1275,6,5 Days,Completed,1244,Seller_3
9045,Item_9045,Books,Used,588,979,9,2 Days,Completed,1004,Seller_4
9046,Item_9046,Art,Used,754,844,6,5 Days,Completed,842,Seller_1
9047,Item_9047,Art,Refurbished,198,571,6,4 Days,Completed,595,Seller_1
9048,Item_9048,Sports,Used,804,962,14,1 Days,Completed,937,Seller_3
9049,Item_9049,Gaming,Used,325,646,16,7 Days,Completed,646,Seller_6
9050,Item_9050,Books,Refurbished,881,943,12,2 Days,Completed,946,Seller_4
9051,Item_9051,Gaming,New,420,595,17,1 Days,Completed,592,Seller_6
9052,Item_9052,Art,Used,745,1180,1,6 Days,Completed,1165,Seller_1
9053,Item_9053,Furniture,Refurbished,284,751,16,6 Days,Completed,794,Seller_10
9054,Item_9054,Sports,New,865,969,7,2 Days,Completed,972,Seller_3
9055,Item_9055,Appliances,Used,346,646,11,5 Days,Completed,639,Seller_9
9056,Item_9056,Art,Refurbished,155,294,16,2 Days,Completed,305,Seller_1
9057,Item_9057,Fashion,Used,808,895,1,7 Days,Completed,877,Seller_5
9058,Item_9058,Books,Refurbished,597,638,14,7 Days,Completed,676,Seller_4
9059,Item_9059,Sports,New,506,762,10,1 Days,Completed,727,Seller_3
9060,Item_9060,Gaming,New,702,812,2,4 Days,Completed,781,Seller_6
9061,Item_9061,Fashion,Used,318,544,4,4 Days,Completed,582,Seller_5
9062,Item_9062,Mobiles,Used,574,849,6,1 Days,Completed,894,Seller_2
9063,Item_9063,Appliances,Used,502,905,20,2 Days,Completed,870,Seller_9
9064,Item_9064,Mobiles,Used,666,883,5,3 Days,Completed,838,Seller_2
9065,Item_9065,Sports,New,883,931,20,4 Days,Completed,974,Seller_3
9066,Item_9066,Gaming,New,996,1098,9,5 Days,Completed,1065,Seller_6
9067,Item_9067,Sports,New,684,922,2,2 Days,Completed,923,Seller_3
9068,Item_9068,Furniture,Used,408,544,16,2 Days,Completed,583,Seller_10
9069,Item_9069,Furniture,Used,752,1187,10,5 Days,Completed,1187,Seller_10
9070,Item_9070,Appliances,Refurbished,555,1029,1,4 Days,Completed,1020,Seller_9
9071,Item_9071,Sports,Used,117,408,2,4 Days,Completed,388,Seller_3
9072,Item_9072,Art,New,542,721,14,1 Days,Completed,711,Seller_1
9073,Item_9073,Sports,Refurbished,856,883,8,7 Days,Completed,866,Seller_3
9074,Item_9074,Appliances,Used,888,947,1,2 Days,Completed,911,Seller_9
9075,Item_9075,Mobiles,Used,482,924,8,2 Days,Completed,941,Seller_2
9076,Item_9076,Electronics,Used,575,1026,20,7 Days,Completed,1028,Seller_7
9077,Item_9077,Art,New,397,679,20,1 Days,Completed,684,Seller_1
9078,Item_9078,Jewelry,Refurbished,232,693,2,6 Days,Completed,726,Seller_8
9079,Item_9079,Jewelry,Refurbished,597,681,5,2 Days,Completed,633,Seller_8
9080,Item_9080,Furniture,Used,183,295,12,1 Days,Completed,312,Seller_10
9081,Item_9081,Fashion,Used,516,843,11,6 Days,Completed,808,Seller_5
9082,Item_9082,Books,New,784,1233,9,1 Days,Completed,1183,Seller_4
9083,Item_9083,Books,Used,472,771,4,1 Days,Completed,792,Seller_4
9084,Item_9084,Books,Used,647,838,5,3 Days,Completed,836,Seller_4
9085,Item_9085,Sports,Refurbished,903,1153,20,3 Days,Completed,1203,Seller_3
9086,Item_9086,Art,Used,324,663,4,6 Days,Completed,650,Seller_1
9087,Item_9087,Art,New,798,829,15,2 Days,Completed,835,Seller_1
9088,Item_9088,Mobiles,Used,623,778,14,6 Days,Completed,759,Seller_2
9089,Item_9089,Furniture,Used,767,898,8,6 Days,Completed,922,Seller_10
9090,Item_9090,Art,Used,510,545,1,7 Days,Completed,536,Seller_1
9091,Item_9091,Furniture,Refurbished,174,502,18,3 Days,Completed,515,Seller_10
9092,Item_9092,Electronics,Refurbished,746,1189,14,1 Days,Completed,1164,Seller_7
9093,Item_9093,Mobiles,Used,867,908,10,1 Days,Completed,949,Seller_2
9094,Item_9094,Gaming,Used,816,1019,18,5 Days,Completed,1063,Seller_6
9095,Item_9095,Appliances,Used,692,818,3,4 Days,Completed,807,Seller_9
9096,Item_9096,Sports,New,283,426,18,5 Days,Completed,395,Seller_3
9097,Item_9097,Furniture,Refurbished,851,1350,1,2 Days,Completed,1337,Seller_10
9098,Item_9098,Art,New,791,850,16,4 Days,Completed,838,Seller_1
9099,Item_9099,Fashion,Used,255,496,14,5 Days,Completed,495,Seller_5
9100,Item_9100,Furniture,Used,371,435,16,2 Days,Completed,484,Seller_10
9101,Item_9101,Books,Refurbished,268,322,4,5 Days,Completed,362,Seller_4
9102,Item_9102,Appliances,Used,273,441,1,7 Days,Completed,461,Seller_9
9103,Item_9103,Fashion,New,493,753,18,2 Days,Completed,757,Seller_5
9104,Item_9104,Art,New,927,981,7,5 Days,Completed,963,Seller_1
9105,Item_9105,Mobiles,Refurbished,223,638,7,5 Days,Completed,669,Seller_2
9106,Item_9106,Jewelry,New,283,309,11,6 Days,Completed,319,Seller_8
9107,Item_9107,Mobiles,New,472,745,3,3 Days,Completed,770,Seller_2
9108,Item_9108,Art,New,178,432,18,7 Days,Completed,439,Seller_1
9109,Item_9109,Jewelry,New,175,473,5,6 Days,Completed,470,Seller_8
9110,Item_9110,Books,New,999,1125,17,2 Days,Completed,1152,Seller_4
9111,Item_9111,Books,New,564,899,3,1 Days,Completed,874,Seller_4
9112,Item_9112,Electronics,Used,967,1361,5,1 Days,Completed,1380,Seller_7
9113,Item_9113,Appliances,Used,713,934,4,6 Days,Completed,983,Seller_9
9114,Item_9114,Appliances,Refurbished,893,1363,1,6 Days,Completed,1355,Seller_9
9115,Item_9115,Sports,Refurbished,708,877,1,4 Days,Completed,897,Seller_3
9116,Item_9116,Electronics,Used,271,374,1,7 Days,Completed,375,Seller_7
9117,Item_9117,Gaming,Used,513,725,7,4 Days,Completed,677,Seller_6
9118,Item_9118,Art,Refurbished,888,1362,11,7 Days,Completed,1406,Seller_1
9119,Item_9119,Fashion,Used,439,894,2,2 Days,Completed,885,Seller_5
9120,Item_9120,Appliances,Used,712,891,1,3 Days,Completed,879,Seller_9
9121,Item_9121,Gaming,Used,556,923,4,6 Days,Completed,945,Seller_6
9122,Item_9122,Electronics,Used,971,1440,19,4 Days,Completed,1473,Seller_7
9123,Item_9123,Books,New,175,456,2,6 Days,Completed,412,Seller_4
9124,Item_9124,Sports,Used,336,598,11,2 Days,Completed,610,Seller_3
9125,Item_9125,Art,Refurbished,629,684,6,5 Days,Completed,659,Seller_1
9126,Item_9126,Books,New,423,467,4,2 Days,Completed,485,Seller_4
9127,Item_9127,Appliances,Used,444,501,11,1 Days,Completed,504,Seller_9
9128,Item_9128,Jewelry,Used,865,1067,1,3 Days,Completed,1117,Seller_8
9129,Item_9129,Electronics,Refurbished,907,1219,1,1 Days,Completed,1265,Seller_7
9130,Item_9130,Appliances,Refurbished,715,908,11,6 Days,Completed,941,Seller_9
9131,Item_9131,Books,New,698,941,18,2 Days,Completed,919,Seller_4
9132,Item_9132,Fashion,Refurbished,373,434,7,5 Days,Completed,465,Seller_5
9133,Item_9133,Jewelry,New,581,899,8,2 Days,Completed,917,Seller_8
9134,Item_9134,Jewelry,Refurbished,954,1161,3,2 Days,Completed,1125,Seller_8
9135,Item_9135,Furniture,Refurbished,273,761,9,6 Days,Completed,754,Seller_10
9136,Item_9136,Furniture,New,819,1219,10,7 Days,Completed,1205,Seller_10
9137,Item_9137,Sports,New,987,1104,5,2 Days,Completed,1084,Seller_3
9138,Item_9138,Books,Refurbished,358,411,20,1 Days,Completed,415,Seller_4
9139,Item_9139,Mobiles,New,613,892,6,3 Days,Completed,842,Seller_2
9140,Item_9140,Mobiles,New,138,281,2,4 Days,Completed,272,Seller_2
9141,Item_9141,Books,New,214,366,17,7 Days,Completed,346,Seller_4
9142,Item_9142,Fashion,Refurbished,173,436,19,3 Days,Completed,451,Seller_5
9143,Item_9143,Mobiles,New,925,1105,17,7 Days,Completed,1140,Seller_2
9144,Item_9144,Furniture,New,471,739,18,4 Days,Completed,731,Seller_10
9145,Item_9145,Mobiles,New,573,1021,11,3 Days,Completed,1039,Seller_2
9146,Item_9146,Electronics,Used,119,315,5,4 Days,Completed,303,Seller_7
9147,Item_9147,Appliances,Refurbished,365,561,6,4 Days,Completed,562,Seller_9
9148,Item_9148,Art,Used,821,855,16,1 Days,Completed,875,Seller_1
9149,Item_9149,Sports,New,429,718,1,5 Days,Completed,757,Seller_3
9150,Item_9150,Gaming,Refurbished,169,661,2,1 Days,Completed,708,Seller_6
9151,Item_9151,Jewelry,Used,785,1270,20,4 Days,Completed,1235,Seller_8
9152,Item_9152,Jewelry,New,597,790,18,3 Days,Completed,802,Seller_8
9153,Item_9153,Mobiles,Refurbished,471,689,13,1 Days,Completed,729,Seller_2
9154,Item_9154,Books,Used,478,588,4,3 Days,Completed,613,Seller_4
9155,Item_9155,Gaming,New,669,1001,2,5 Days,Completed,1044,Seller_6
9156,Item_9156,Art,Refurbished,925,1360,2,4 Days,Completed,1366,Seller_1
9157,Item_9157,Mobiles,Used,678,743,17,5 Days,Completed,737,Seller_2
9158,Item_9158,Electronics,Refurbished,659,921,14,4 Days,Completed,932,Seller_7
9159,Item_9159,Fashion,Refurbished,607,991,19,1 Days,Completed,1027,Seller_5
9160,Item_9160,Books,New,731,966,10,3 Days,Completed,1010,Seller_4
9161,Item_9161,Sports,Used,113,445,5,7 Days,Completed,490,Seller_3
9162,Item_9162,Art,New,408,699,18,5 Days,Completed,712,Seller_1
9163,Item_9163,Sports,New,809,918,14,7 Days,Completed,901,Seller_3
9164,Item_9164,Appliances,Refurbished,169,661,17,4 Days,Completed,677,Seller_9
9165,Item_9165,Furniture,New,632,1097,16,1 Days,Completed,1067,Seller_10
9166,Item_9166,Gaming,Used,680,829,11,7 Days,Completed,821,Seller_6
9167,Item_9167,Books,Refurbished,164,398,11,6 Days,Completed,404,Seller_4
9168,Item_9168,Sports,Refurbished,163,582,13,5 Days,Completed,588,Seller_3
9169,Item_9169,Appliances,New,630,1062,10,4 Days,Completed,1057,Seller_9
9170,Item_9170,Art,Refurbished,938,1281,1,5 Days,Completed,1291,Seller_1
9171,Item_9171,Sports,Used,908,1210,5,7 Days,Completed,1188,Seller_3
9172,Item_9172,Jewelry,Used,840,939,3,1 Days,Completed,955,Seller_8
9173,Item_9173,Art,Refurbished,536,910,9,2 Days,Completed,925,Seller_1
9174,Item_9174,Furniture,New,393,890,3,6 Days,Completed,899,Seller_10
9175,Item_9175,Sports,Used,254,587,19,1 Days,Completed,593,Seller_3
9176,Item_9176,Books,Used,689,1100,3,1 Days,Completed,1091,Seller_4
9177,Item_9177,Furniture,Refurbished,101,350,3,4 Days,Completed,304,Seller_10
9178,Item_9178,Gaming,Refurbished,218,428,3,3 Days,Completed,469,Seller_6
9179,Item_9179,Gaming,Used,905,1098,14,2 Days,Completed,1092,Seller_6
9180,Item_9180,Art,New,878,1366,4,1 Days,Completed,1411,Seller_1
9181,Item_9181,Fashion,Refurbished,582,1012,11,3 Days,Completed,1019,Seller_5
9182,Item_9182,Art,New,383,472,6,6 Days,Completed,467,Seller_1
9183,Item_9183,Jewelry,Used,346,655,19,4 Days,Completed,627,Seller_8
9184,Item_9184,Jewelry,Used,328,471,6,4 Days,Completed,456,Seller_8
9185,Item_9185,Fashion,Refurbished,593,626,6,2 Days,Completed,601,Seller_5
9186,Item_9186,Electronics,New,357,807,13,6 Days,Completed,827,Seller_7
9187,Item_9187,Gaming,Refurbished,507,807,20,3 Days,Completed,854,Seller_6
9188,Item_9188,Jewelry,Used,173,669,16,1 Days,Completed,685,Seller_8
9189,Item_9189,Gaming,Refurbished,416,450,14,1 Days,Completed,495,Seller_6
9190,Item_9190,Furniture,New,453,721,5,7 Days,Completed,691,Seller_10
9191,Item_9191,Books,Used,747,1041,12,3 Days,Completed,1025,Seller_4
9192,Item_9192,Sports,Refurbished,653,975,11,3 Days,Completed,969,Seller_3
9193,Item_9193,Sports,Refurbished,953,1110,8,6 Days,Completed,1085,Seller_3
9194,Item_9194,Sports,New,897,1179,15,4 Days,Completed,1203,Seller_3
9195,Item_9195,Sports,Refurbished,990,1259,2,2 Days,Completed,1253,Seller_3
9196,Item_9196,Books,Refurbished,511,583,14,3 Days,Completed,563,Seller_4
9197,Item_9197,Electronics,Refurbished,182,368,15,2 Days,Completed,395,Seller_7
9198,Item_9198,Furniture,New,886,1191,13,4 Days,Completed,1175,Seller_10
9199,Item_9199,Sports,Used,366,475,13,4 Days,Completed,450,Seller_3
9200,Item_9200,Gaming,Used,246,705,3,6 Days,Completed,726,Seller_6
9201,Item_9201,Books,Used,363,818,20,6 Days,Completed,858,Seller_4
9202,Item_9202,Art,Refurbished,133,547,11,7 Days,Completed,529,Seller_1
9203,Item_9203,Gaming,Refurbished,669,1153,16,2 Days,Completed,1111,Seller_6
9204,Item_9204,Sports,Used,643,819,12,5 Days,Completed,822,Seller_3
9205,Item_9205,Gaming,New,973,1316,3,2 Days,Completed,1304,Seller_6
9206,Item_9206,Books,New,183,251,7,3 Days,Completed,218,Seller_4
9207,Item_9207,Electronics,Refurbished,311,784,19,6 Days,Completed,734,Seller_7
9208,Item_9208,Furniture,New,638,1090,15,4 Days,Completed,1109,Seller_10
9209,Item_9209,Fashion,Refurbished,145,508,6,4 Days,Completed,545,Seller_5
9210,Item_9210,Sports,Used,841,1272,20,6 Days,Completed,1253,Seller_3
9211,Item_9211,Fashion,Refurbished,450,741,7,7 Days,Completed,788,Seller_5
9212,Item_9212,Gaming,Used,902,1378,1,1 Days,Completed,1349,Seller_6
9213,Item_9213,Furniture,Used,994,1392,2,1 Days,Completed,1405,Seller_10
9214,Item_9214,Art,Refurbished,134,313,18,4 Days,Completed,278,Seller_1
9215,Item_9215,Fashion,Refurbished,785,994,4,5 Days,Completed,980,Seller_5
9216,Item_9216,Art,Used,714,752,2,1 Days,Completed,747,Seller_1
9217,Item_9217,Electronics,Used,710,1003,14,1 Days,Completed,1041,Seller_7
9218,Item_9218,Books,New,128,366,11,1 Days,Completed,317,Seller_4
9219,Item_9219,Fashion,Refurbished,178,562,1,1 Days,Completed,517,Seller_5
9220,Item_9220,Gaming,Refurbished,235,733,3,4 Days,Completed,718,Seller_6
9221,Item_9221,Books,New,826,963,6,1 Days,Completed,935,Seller_4
9222,Item_9222,Fashion,Used,530,893,12,5 Days,Completed,864,Seller_5
9223,Item_9223,Art,Refurbished,851,1140,9,5 Days,Completed,1123,Seller_1
9224,Item_9224,Sports,New,274,657,16,3 Days,Completed,691,Seller_3
9225,Item_9225,Fashion,Used,896,1354,8,5 Days,Completed,1341,Seller_5
9226,Item_9226,Art,Refurbished,171,329,6,1 Days,Completed,326,Seller_1
9227,Item_9227,Gaming,Refurbished,740,1236,14,3 Days,Completed,1207,Seller_6
9228,Item_9228,Fashion,New,802,832,4,1 Days,Completed,845,Seller_5
9229,Item_9229,Art,Used,880,1145,11,4 Days,Completed,1133,Seller_1
9230,Item_9230,Electronics,Refurbished,987,1207,2,4 Days,Completed,1213,Seller_7
9231,Item_9231,Jewelry,Used,548,750,20,4 Days,Completed,714,Seller_8
9232,Item_9232,Electronics,Used,970,1310,11,3 Days,Completed,1335,Seller_7
9233,Item_9233,Electronics,New,408,637,1,2 Days,Completed,650,Seller_7
9234,Item_9234,Books,Refurbished,175,618,9,6 Days,Completed,630,Seller_4
9235,Item_9235,Furniture,Used,307,561,3,1 Days,Completed,593,Seller_10
9236,Item_9236,Jewelry,Used,928,1270,8,3 Days,Completed,1299,Seller_8
9237,Item_9237,Furniture,Refurbished,164,268,4,2 Days,Completed,227,Seller_10
9238,Item_9238,Appliances,New,761,783,4,5 Days,Completed,748,Seller_9
9239,Item_9239,Books,New,782,815,1,5 Days,Completed,861,Seller_4
9240,Item_9240,Jewelry,Used,157,220,16,6 Days,Completed,178,Seller_8
9241,Item_9241,Appliances,Refurbished,110,176,11,3 Days,Completed,139,Seller_9
9242,Item_9242,Sports,Refurbished,372,465,20,6 Days,Completed,428,Seller_3
9243,Item_9243,Appliances,Refurbished,834,900,15,6 Days,Completed,941,Seller_9
9244,Item_9244,Mobiles,Refurbished,514,829,4,1 Days,Completed,877,Seller_2
9245,Item_9245,Gaming,Used,710,766,16,6 Days,Completed,802,Seller_6
9246,Item_9246,Gaming,Used,218,475,17,5 Days,Completed,433,Seller_6
9247,Item_9247,Electronics,Refurbished,618,1089,5,4 Days,Completed,1076,Seller_7
9248,Item_9248,Electronics,Refurbished,629,787,19,7 Days,Completed,745,Seller_7
9249,Item_9249,Gaming,Refurbished,829,973,14,6 Days,Completed,969,Seller_6
9250,Item_9250,Sports,Refurbished,533,571,4,2 Days,Completed,598,Seller_3
9251,Item_9251,Mobiles,New,540,906,3,5 Days,Completed,940,Seller_2
9252,Item_9252,Jewelry,Refurbished,889,1265,4,1 Days,Completed,1238,Seller_8
9253,Item_9253,Appliances,Refurbished,960,1400,12,1 Days,Completed,1427,Seller_9
9254,Item_9254,Jewelry,New,106,503,4,2 Days,Completed,456,Seller_8
9255,Item_9255,Furniture,Used,216,687,8,6 Days,Completed,730,Seller_10
9256,Item_9256,Gaming,New,918,1319,10,7 Days,Completed,1369,Seller_6
9257,Item_9257,Jewelry,Refurbished,760,1040,13,7 Days,Completed,1082,Seller_8
9258,Item_9258,Books,Used,548,997,4,6 Days,Completed,963,Seller_4
9259,Item_9259,Appliances,Used,831,1185,1,7 Days,Completed,1219,Seller_9
9260,Item_9260,Sports,New,132,366,8,2 Days,Completed,411,Seller_3
9261,Item_9261,Mobiles,Used,110,404,9,6 Days,Completed,445,Seller_2
9262,Item_9262,Sports,Refurbished,942,1392,14,5 Days,Completed,1361,Seller_3
9263,Item_9263,Sports,Used,998,1195,17,2 Days,Completed,1216,Seller_3
9264,Item_9264,Jewelry,New,386,404,5,4 Days,Completed,439,Seller_8
9265,Item_9265,Furniture,New,912,1409,20,5 Days,Completed,1419,Seller_10
9266,Item_9266,Sports,Refurbished,681,807,14,3 Days,Completed,837,Seller_3
9267,Item_9267,Appliances,New,260,576,7,3 Days,Completed,623,Seller_9
9268,Item_9268,Art,Refurbished,623,941,4,6 Days,Completed,904,Seller_1
9269,Item_9269,Art,Refurbished,729,976,16,4 Days,Completed,934,Seller_1
9270,Item_9270,Appliances,New,441,753,5,1 Days,Completed,767,Seller_9
9271,Item_9271,Appliances,Used,547,1009,8,1 Days,Completed,1016,Seller_9
9272,Item_9272,Sports,New,939,1336,20,2 Days,Completed,1317,Seller_3
9273,Item_9273,Furniture,Refurbished,955,1039,2,7 Days,Completed,1075,Seller_10
9274,Item_9274,Fashion,New,433,590,20,2 Days,Completed,631,Seller_5
9275,Item_9275,Books,Refurbished,217,645,7,5 Days,Completed,609,Seller_4
9276,Item_9276,Fashion,New,100,567,15,7 Days,Completed,586,Seller_5
9277,Item_9277,Jewelry,New,677,770,12,6 Days,Completed,721,Seller_8
9278,Item_9278,Furniture,Refurbished,575,986,17,4 Days,Completed,1014,Seller_10
9279,Item_9279,Art,Refurbished,248,591,12,7 Days,Completed,590,Seller_1
9280,Item_9280,Furniture,New,214,618,5,3 Days,Completed,638,Seller_10
9281,Item_9281,Mobiles,Used,136,574,13,4 Days,Completed,558,Seller_2
9282,Item_9282,Mobiles,Refurbished,529,573,8,5 Days,Completed,526,Seller_2
9283,Item_9283,Gaming,New,396,498,1,3 Days,Completed,465,Seller_6
9284,Item_9284,Sports,Refurbished,980,1468,11,5 Days,Completed,1438,Seller_3
9285,Item_9285,Furniture,Refurbished,509,959,4,5 Days,Completed,996,Seller_10
9286,Item_9286,Art,New,639,786,15,5 Days,Completed,784,Seller_1
9287,Item_9287,Art,Refurbished,540,972,1,1 Days,Completed,927,Seller_1
9288,Item_9288,Electronics,Used,970,1460,18,4 Days,Completed,1472,Seller_7
9289,Item_9289,Sports,New,714,1161,19,5 Days,Completed,1198,Seller_3
9290,Item_9290,Gaming,Used,362,452,15,6 Days,Completed,488,Seller_6
9291,Item_9291,Jewelry,New,659,1143,2,6 Days,Completed,1188,Seller_8
9292,Item_9292,Books,Refurbished,122,265,19,2 Days,Completed,281,Seller_4
9293,Item_9293,Fashion,Refurbished,915,1034,7,2 Days,Completed,1045,Seller_5
9294,Item_9294,Mobiles,Used,602,742,3,2 Days,Completed,721,Seller_2
9295,Item_9295,Furniture,New,398,701,4,2 Days,Completed,731,Seller_10
9296,Item_9296,Fashion,Used,454,665,1,1 Days,Completed,668,Seller_5
9297,Item_9297,Gaming,New,707,888,11,2 Days,Completed,909,Seller_6
9298,Item_9298,Furniture,Used,824,945,1,3 Days,Completed,993,Seller_10
9299,Item_9299,Jewelry,Refurbished,537,907,15,1 Days,Completed,950,Seller_8
9300,Item_9300,Books,Used,174,501,5,5 Days,Completed,498,Seller_4
9301,Item_9301,Mobiles,Refurbished,439,461,9,5 Days,Completed,465,Seller_2
9302,Item_9302,Jewelry,New,253,591,20,6 Days,Completed,555,Seller_8
9303,Item_9303,Furniture,New,243,449,6,6 Days,Completed,499,Seller_10
9304,Item_9304,Books,Refurbished,140,605,14,5 Days,Completed,604,Seller_4
9305,Item_9305,Jewelry,Used,774,822,5,1 Days,Completed,836,Seller_8
9306,Item_9306,Gaming,Refurbished,498,665,13,6 Days,Completed,662,Seller_6
9307,Item_9307,Sports,Refurbished,478,850,11,7 Days,Completed,888,Seller_3
9308,Item_9308,Books,Refurbished,436,575,11,3 Days,Completed,583,Seller_4
